TANGGAL,KOMODITI,SATUAN,HARGA
28/03/2018,Susu Bubuk Kaleng Merk Indomilk,buah,42833
29/03/2018,Susu Bubuk Kaleng Merk Indomilk,buah,42500
1/3/2018,Jagung Pipilan Kecil,Kg,15900
2/3/2018,Jagung Pipilan Kecil,Kg,15900
5/3/2018,Jagung Pipilan Kecil,Kg,15567
6/3/2018,Jagung Pipilan Kecil,Kg,15567
7/3/2018,Jagung Pipilan Kecil,Kg,15567
8/3/2018,Jagung Pipilan Kecil,Kg,15567
9/3/2018,Jagung Pipilan Kecil,Kg,15567
12/3/2018,Jagung Pipilan Kecil,Kg,15567
13/03/2018,Jagung Pipilan Kecil,Kg,15567
14/03/2018,Jagung Pipilan Kecil,Kg,15567
15/03/2018,Jagung Pipilan Kecil,Kg,15567
16/03/2018,Jagung Pipilan Kecil,Kg,15567
19/03/2018,Jagung Pipilan Kecil,Kg,15667
20/03/2018,Jagung Pipilan Kecil,Kg,15667
21/03/2018,Jagung Pipilan Kecil,Kg,15667
22/03/2018,Jagung Pipilan Kecil,Kg,15567
23/03/2018,Jagung Pipilan Kecil,Kg,15567
26/03/2018,Jagung Pipilan Kecil,Kg,15667
27/03/2018,Jagung Pipilan Kecil,Kg,15333
28/03/2018,Jagung Pipilan Kecil,Kg,15667
29/03/2018,Jagung Pipilan Kecil,Kg,15900
1/3/2018,Garam Beryodium Bata,250 gr,3980
2/3/2018,Garam Beryodium Bata,250 gr,4080
5/3/2018,Garam Beryodium Bata,250 gr,4000
6/3/2018,Garam Beryodium Bata,250 gr,4100
7/3/2018,Garam Beryodium Bata,250 gr,3900
8/3/2018,Garam Beryodium Bata,250 gr,4110
9/3/2018,Garam Beryodium Bata,250 gr,4640
12/3/2018,Garam Beryodium Bata,250 gr,4020
13/03/2018,Garam Beryodium Bata,250 gr,4500
14/03/2018,Garam Beryodium Bata,250 gr,3900
15/03/2018,Garam Beryodium Bata,250 gr,4080
16/03/2018,Garam Beryodium Bata,250 gr,4500
19/03/2018,Garam Beryodium Bata,250 gr,4540
20/03/2018,Garam Beryodium Bata,250 gr,4560
21/03/2018,Garam Beryodium Bata,250 gr,3880
22/03/2018,Garam Beryodium Bata,250 gr,3980
23/03/2018,Garam Beryodium Bata,250 gr,3960
26/03/2018,Garam Beryodium Bata,250 gr,4160
27/03/2018,Garam Beryodium Bata,250 gr,4220
28/03/2018,Garam Beryodium Bata,250 gr,3880
29/03/2018,Garam Beryodium Bata,251 gr,3780
1/3/2018,Garam Beryodium Halus,Kg,11140
2/3/2018,Garam Beryodium Halus,Kg,11040
5/3/2018,Garam Beryodium Halus,Kg,11160
6/3/2018,Garam Beryodium Halus,Kg,10160
7/3/2018,Garam Beryodium Halus,Kg,11160
8/3/2018,Garam Beryodium Halus,Kg,10340
9/3/2018,Garam Beryodium Halus,Kg,11340
12/3/2018,Garam Beryodium Halus,Kg,10860
13/03/2018,Garam Beryodium Halus,Kg,11860
14/03/2018,Garam Beryodium Halus,Kg,9460
15/03/2018,Garam Beryodium Halus,Kg,11860
16/03/2018,Garam Beryodium Halus,Kg,12360
19/03/2018,Garam Beryodium Halus,Kg,11500
20/03/2018,Garam Beryodium Halus,Kg,12300
21/03/2018,Garam Beryodium Halus,Kg,10100
22/03/2018,Garam Beryodium Halus,Kg,11700
